Player,No,Pos,DOB/Age,Caps,Club,Country,ClubCountry,Year,Gols
Ramires,16,3MF,(1987-03-24)24 March 1987 (aged 27),42,Chelsea,Brazil,England,2014,0
Luiz Gustavo,17,3MF,(1987-07-23)23 July 1987 (aged 26),19,VfL Wolfsburg,Brazil,Germany,2014,0
Hernanes,18,3MF,(1985-05-29)29 May 1985 (aged 29),24,Inter Milan,Brazil,Italy,2014,0
Willian,19,3MF,(1988-08-09)9 August 1988 (aged 25),7,Chelsea,Brazil,England,2014,0
Bernard,20,4FW,(1992-09-08)8 September 1992 (aged 21),11,Shakhtar Donetsk,Brazil,Ukraine,2014,0
Jô,21,4FW,(1987-03-20)20 March 1987 (aged 27),17,Atlético Mineiro,Brazil,Brazil,2014,0
Victor,22,1GK,(1983-01-21)21 January 1983 (aged 31),6,Atlético Mineiro,Brazil,Brazil,2014,0
Maicon,23,2DF,(1981-07-26)26 July 1981 (aged 32),72,Roma,Brazil,Italy,2014,0
Loïc Feudjou,1,1GK,(1992-04-14)14 April 1992 (aged 22),2,Coton Sport,Cameroon,Cameroon,2014,0
Benoît Assou-Ekotto,2,2DF,(1984-03-24)24 March 1984 (aged 30),22,Queens Park Rangers[10],Cameroon,England,2014,0
Nicolas Nkoulou,3,2DF,(1990-03-27)27 March 1990 (aged 24),48,Marseille,Cameroon,France,2014,0
Cédric Djeugoué,4,2DF,(1992-08-28)28 August 1992 (aged 21),3,Coton Sport,Cameroon,Cameroon,2014,0
Dany Nounkeu,5,2DF,(1986-04-11)11 April 1986 (aged 28),16,Beşiktaş[11],Cameroon,Turkey,2014,0
Alex Song,6,3MF,(1987-09-09)9 September 1987 (aged 26),47,Barcelona,Cameroon,Spain,2014,0
Landry N'Guémo,7,3MF,(1985-11-28)28 November 1985 (aged 28),40,Bordeaux,Cameroon,France,2014,0
Benjamin Moukandjo,8,4FW,(1988-11-12)12 November 1988 (aged 25),17,Nancy,Cameroon,France,2014,0
Samuel Eto'o (c),9,4FW,(1981-03-10)10 March 1981 (aged 33),117,Chelsea[12],Cameroon,England,2014,0
Vincent Aboubakar,10,4FW,(1992-01-22)22 January 1992 (aged 22),24,Lorient,Cameroon,France,2014,0
Jean Makoun,11,3MF,(1983-05-29)29 May 1983 (aged 31),66,Rennes,Cameroon,France,2014,0
Henri Bedimo,12,2DF,(1984-06-04)4 June 1984 (aged 30),31,Lyon,Cameroon,France,2014,0
Eric Maxim Choupo-Moting,13,4FW,(1989-03-23)23 March 1989 (aged 25),26,Mainz 05,Cameroon,Germany,2014,0
Aurélien Chedjou,14,2DF,(1985-06-20)20 June 1985 (aged 28),31,Galatasaray,Cameroon,Turkey,2014,0
Pierre Webó,15,4FW,(1982-01-20)20 January 1982 (aged 32),56,Fenerbahçe,Cameroon,Turkey,2014,0
Charles Itandje,16,1GK,(1982-11-02)2 November 1982 (aged 31),9,Konyaspor[13],Cameroon,Turkey,2014,0
Stéphane Mbia,17,3MF,(1986-05-20)20 May 1986 (aged 28),49,Sevilla[14],Cameroon,Spain,2014,0
Eyong Enoh,18,3MF,(1986-03-23)23 March 1986 (aged 28),38,Antalyaspor,Cameroon,Turkey,2014,0
Fabrice Olinga,19,4FW,(1996-05-12)12 May 1996 (aged 18),8,Zulte Waregem[15],Cameroon,Belgium,2014,0
Edgar Salli,20,3MF,(1992-08-17)17 August 1992 (aged 21),9,Lens[16],Cameroon,France,2014,0
Joël Matip,21,3MF,(1991-08-08)8 August 1991 (aged 22),23,Schalke 04,Cameroon,Germany,2014,0
Allan Nyom,22,2DF,(1988-05-10)10 May 1988 (aged 26),10,Granada[17],Cameroon,Spain,2014,0
Sammy Ndjock,23,1GK,(1990-02-25)25 February 1990 (aged 24),3,Fethiyespor[18],Cameroon,Turkey,2014,0
Stipe Pletikosa,1,1GK,(1979-01-08)8 January 1979 (aged 35),111,Rostov,Croatia,Russia,2014,0
Šime Vrsaljko,2,2DF,(1992-01-10)10 January 1992 (aged 22),7,Genoa,Croatia,Italy,2014,0
Danijel Pranjić,3,2DF,(1981-12-02)2 December 1981 (aged 32),50,Panathinaikos,Croatia,Greece,2014,0
Ivan Perišić,4,3MF,(1989-02-02)2 February 1989 (aged 25),29,VfL Wolfsburg,Croatia,Germany,2014,0
Vedran Ćorluka,5,2DF,(1986-02-05)5 February 1986 (aged 28),72,Lokomotiv Moscow,Croatia,Russia,2014,0
Dejan Lovren,6,2DF,(1989-07-05)5 July 1989 (aged 24),25,Southampton,Croatia,England,2014,0
Ivan Rakitić,7,3MF,(1988-03-10)10 March 1988 (aged 26),62,Sevilla[21],Croatia,Spain,2014,0
Ognjen Vukojević,8,3MF,(1983-12-20)20 December 1983 (aged 30),55,Dynamo Kyiv,Croatia,Ukraine,2014,0
Nikica Jelavić,9,4FW,(1985-08-27)27 August 1985 (aged 28),33,Hull City,Croatia,England,2014,0
Luka Modrić,10,3MF,(1985-09-09)9 September 1985 (aged 28),75,Real Madrid,Croatia,Spain,2014,0
Darijo Srna (c),11,2DF,(1982-05-01)1 May 1982 (aged 32),112,Shakhtar Donetsk,Croatia,Ukraine,2014,0
Oliver Zelenika,12,1GK,(1993-05-14)14 May 1993 (aged 21),0,Lokomotiva[22],Croatia,Croatia,2014,0
Gordon Schildenfeld,13,2DF,(1985-03-18)18 March 1985 (aged 29),21,Panathinaikos[23],Croatia,Greece,2014,0
Marcelo Brozović,14,3MF,(1992-11-16)16 November 1992 (aged 21),1,Dinamo Zagreb,Croatia,Croatia,2014,0
Milan Badelj,15,3MF,(1989-02-25)25 February 1989 (aged 25),9,Hamburger SV,Croatia,Germany,2014,0
Ante Rebić,16,4FW,(1993-09-21)21 September 1993 (aged 20),5,Fiorentina,Croatia,Italy,2014,0
Mario Mandžukić,17,4FW,(1986-05-21)21 May 1986 (aged 28),50,Bayern Munich[24],Croatia,Germany,2014,0
Ivica Olić,18,4FW,(1979-09-14)14 September 1979 (aged 34),92,VfL Wolfsburg,Croatia,Germany,2014,0
Sammir,19,3MF,(1987-04-23)23 April 1987 (aged 27),6,Getafe,Croatia,Spain,2014,0
Mateo Kovačić,20,3MF,(1994-05-06)6 May 1994 (aged 20),10,Inter Milan,Croatia,Italy,2014,0
Domagoj Vida,21,2DF,(1989-04-29)29 April 1989 (aged 25),23,Dynamo Kyiv,Croatia,Ukraine,2014,0
Eduardo,22,4FW,(1983-02-25)25 February 1983 (aged 31),63,Shakhtar Donetsk,Croatia,Ukraine,2014,0
Danijel Subašić,23,1GK,(1984-10-27)27 October 1984 (aged 29),6,Monaco,Croatia,France,2014,0
Jesús Corona,1,1GK,(1981-01-26)26 January 1981 (aged 33),34,Cruz Azul,Mexico,Mexico,2014,0
Francisco Javier Rodríguez,2,2DF,(1981-10-20)20 October 1981 (aged 32),95,América[28],Mexico,Mexico,2014,0
Carlos Salcido,3,2DF,(1980-04-02)2 April 1980 (aged 34),122,UANL[29],Mexico,Mexico,2014,0
Rafael Márquez (c),4,2DF,(1979-02-13)13 February 1979 (aged 35),120,León,Mexico,Mexico,2014,0
Diego Reyes,5,2DF,(1992-09-19)19 September 1992 (aged 21),14,Porto,Mexico,Portugal,2014,0
Héctor Herrera,6,3MF,(1990-04-19)19 April 1990 (aged 24),13,Porto,Mexico,Portugal,2014,0
Miguel Layún,7,2DF,(1988-06-25)25 June 1988 (aged 25),15,América,Mexico,Mexico,2014,0
Marco Fabián,8,3MF,(1989-07-21)21 July 1989 (aged 24),15,Cruz Azul[30],Mexico,Mexico,2014,0
Raúl Jiménez,9,4FW,(1991-05-05)5 May 1991 (aged 23),25,América,Mexico,Mexico,2014,0
Giovani dos Santos,10,3MF,(1989-05-11)11 May 1989 (aged 25),76,Villarreal,Mexico,Spain,2014,0
Alan Pulido,11,4FW,(1991-03-08)8 March 1991 (aged 23),6,UANL,Mexico,Mexico,2014,0
Alfredo Talavera,12,1GK,(1982-09-18)18 September 1982 (aged 31),14,Toluca,Mexico,Mexico,2014,0
Guillermo Ochoa,13,1GK,(1985-07-13)13 July 1985 (aged 28),59,Ajaccio[31],Mexico,France,2014,0
Javier Hernández,14,4FW,(1988-06-01)1 June 1988 (aged 26),62,Manchester United,Mexico,England,2014,0
Héctor Moreno,15,2DF,(1988-01-17)17 January 1988 (aged 26),53,Espanyol,Mexico,Spain,2014,0
Miguel Ángel Ponce,16,2DF,(1989-04-12)12 April 1989 (aged 25),8,Toluca[32],Mexico,Mexico,2014,0
Isaác Brizuela,17,3MF,(1990-08-28)28 August 1990 (aged 23),7,Toluca,Mexico,Mexico,2014,0
Andrés Guardado,18,3MF,(1986-09-28)28 September 1986 (aged 27),104,Bayer Leverkusen[33],Mexico,Germany,2014,0
Oribe Peralta,19,4FW,(1984-01-12)12 January 1984 (aged 30),33,Santos Laguna[34],Mexico,Mexico,2014,0
Javier Aquino,20,3MF,(1990-02-11)11 February 1990 (aged 24),22,Villarreal,Mexico,Spain,2014,0
Carlos Peña,21,3MF,(1990-03-29)29 March 1990 (aged 24),16,León,Mexico,Mexico,2014,0
Paul Aguilar,22,2DF,(1986-03-06)6 March 1986 (aged 28),30,América,Mexico,Mexico,2014,0
José Juan Vázquez,23,3MF,(1988-03-14)14 March 1988 (aged 26),5,León,Mexico,Mexico,2014,0
Mathew Ryan,1,1GK,(1992-04-08)8 April 1992 (aged 22),7,Club Brugge,Australia,Belgium,2014,0
Ivan Franjic,2,2DF,(1987-09-10)10 September 1987 (aged 26),9,Brisbane Roar,Australia,Australia,2014,0
Jason Davidson,3,2DF,(1991-06-29)29 June 1991 (aged 22),7,Heracles Almelo,Australia,Netherlands,2014,0
Tim Cahill,4,4FW,(1979-12-06)6 December 1979 (aged 34),69,New York Red Bulls,Australia,United States,2014,0
Mark Milligan,5,3MF,(1985-08-04)4 August 1985 (aged 28),29,Melbourne Victory,Australia,Australia,2014,0
Matthew Spiranovic,6,2DF,(1988-06-27)27 June 1988 (aged 25),18,Western Sydney Wanderers,Australia,Australia,2014,0
Mathew Leckie,7,4FW,(1991-02-04)4 February 1991 (aged 23),8,FSV Frankfurt[36],Australia,Germany,2014,0
Bailey Wright,8,2DF,(1992-07-28)28 July 1992 (aged 21),0,Preston North End,Australia,England,2014,0
Adam Taggart,9,4FW,(1993-06-02)2 June 1993 (aged 21),5,Newcastle Jets[37],Australia,Australia,2014,0
Ben Halloran,10,3MF,(1992-06-14)14 June 1992 (aged 21),2,Fortuna Düsseldorf,Australia,Germany,2014,0
Tommy Oar,11,3MF,(1991-12-10)10 December 1991 (aged 22),15,Utrecht,Australia,Netherlands,2014,0
Mitchell Langerak,12,1GK,(1988-08-22)22 August 1988 (aged 25),3,Borussia Dortmund,Australia,Germany,2014,0
Oliver Bozanic,13,3MF,(1989-01-08)8 January 1989 (aged 25),3,Luzern,Australia,Switzerland,2014,0
James Troisi,14,3MF,(1988-07-03)3 July 1988 (aged 25),11,Melbourne Victory[38],Australia,Australia,2014,0
Mile Jedinak (c),15,3MF,(1984-08-03)3 August 1984 (aged 29),44,Crystal Palace,Australia,England,2014,0
James Holland,16,3MF,(1989-05-15)15 May 1989 (aged 25),14,Austria Wien,Australia,Austria,2014,0
Matt McKay,17,3MF,(1983-01-11)11 January 1983 (aged 31),47,Brisbane Roar,Australia,Australia,2014,0
Eugene Galekovic,18,1GK,(1981-06-12)12 June 1981 (aged 33),8,Adelaide United,Australia,Australia,2014,0
Ryan McGowan,19,2DF,(1989-08-15)15 August 1989 (aged 24),9,Shandong Luneng Taishan,Australia,China,2014,0
Dario Vidošić,20,3MF,(1987-04-08)8 April 1987 (aged 27),23,Sion,Australia,Switzerland,2014,0
Massimo Luongo,21,3MF,(1992-09-25)25 September 1992 (aged 21),1,Swindon Town,Australia,England,2014,0
Alex Wilkinson,22,2DF,(1984-08-13)13 August 1984 (aged 29),3,Jeonbuk Hyundai Motors,Australia,South Korea,2014,0
Mark Bresciano,23,3MF,(1980-02-11)11 February 1980 (aged 34),74,Al-Gharafa,Australia,Qatar,2014,0
Claudio Bravo (c),1,1GK,(1983-04-13)13 April 1983 (aged 31),79,Real Sociedad[40],Chile,Spain,2014,0
Eugenio Mena,2,2DF,(1988-07-18)18 July 1988 (aged 25),25,Santos,Chile,Brazil,2014,0
Miiko Albornoz,3,2DF,(1990-11-30)30 November 1990 (aged 23),2,Malmö FF[41],Chile,Sweden,2014,0
Mauricio Isla,4,3MF,(1988-06-12)12 June 1988 (aged 26),47,Juventus,Chile,Italy,2014,0
Francisco Silva,5,3MF,(1986-02-11)11 February 1986 (aged 28),12,Osasuna,Chile,Spain,2014,0
Carlos Carmona,6,3MF,(1987-02-21)21 February 1987 (aged 27),44,Atalanta,Chile,Italy,2014,0
Alexis Sánchez,7,4FW,(1988-12-19)19 December 1988 (aged 25),67,Barcelona[42],Chile,Spain,2014,0
Arturo Vidal,8,3MF,(1987-05-22)22 May 1987 (aged 27),54,Juventus,Chile,Italy,2014,0
Mauricio Pinilla,9,4FW,(1984-02-04)4 February 1984 (aged 30),27,Cagliari,Chile,Italy,2014,0
Jorge Valdivia,10,3MF,(1983-10-03)3 October 1983 (aged 30),57,Palmeiras,Chile,Brazil,2014,0
Eduardo Vargas,11,4FW,(1989-11-20)20 November 1989 (aged 24),30,Valencia[43],Chile,Spain,2014,0
Cristopher Toselli,12,1GK,(1988-06-22)22 June 1988 (aged 25),4,Universidad Católica,Chile,Chile,2014,0
José Manuel Rojas,13,2DF,(1983-06-03)3 June 1983 (aged 31),19,Universidad de Chile,Chile,Chile,2014,0
Fabián Orellana,14,3MF,(1986-01-27)27 January 1986 (aged 28),26,Celta Vigo,Chile,Spain,2014,0
Jean Beausejour,15,3MF,(1984-06-03)3 June 1984 (aged 30),59,Wigan Athletic,Chile,England,2014,0
Felipe Gutiérrez,16,3MF,(1990-10-08)8 October 1990 (aged 23),18,Twente,Chile,Netherlands,2014,0
Gary Medel,17,2DF,(1987-08-03)3 August 1987 (aged 26),61,Cardiff City,Chile,Wales,2014,0
Gonzalo Jara,18,2DF,(1985-08-29)29 August 1985 (aged 28),65,Nottingham Forest[44],Chile,England,2014,0
José Pedro Fuenzalida,19,3MF,(1985-02-22)22 February 1985 (aged 29),23,Colo-Colo,Chile,Chile,2014,0
Charles Aránguiz,20,3MF,(1989-04-17)17 April 1989 (aged 25),21,Internacional,Chile,Brazil,2014,0
Marcelo Díaz,21,3MF,(1986-12-30)30 December 1986 (aged 27),21,Basel,Chile,Switzerland,2014,0
Esteban Paredes,22,4FW,(1980-08-01)1 August 1980 (aged 33),35,Colo-Colo,Chile,Chile,2014,0
Johnny Herrera,23,1GK,(1981-05-09)9 May 1981 (aged 33),8,Universidad de Chile,Chile,Chile,2014,0
Jasper Cillessen,1,1GK,(1989-04-22)22 April 1989 (aged 25),8,Ajax,Netherlands,Netherlands,2014,0
Ron Vlaar,2,2DF,(1985-02-16)16 February 1985 (aged 29),24,Aston Villa,Netherlands,England,2014,0
Stefan de Vrij,3,2DF,(1992-02-05)5 February 1992 (aged 22),12,Feyenoord,Netherlands,Netherlands,2014,0
Bruno Martins Indi,4,2DF,(1992-02-08)8 February 1992 (aged 22),16,Feyenoord,Netherlands,Netherlands,2014,0
Daley Blind,5,2DF,(1990-03-09)9 March 1990 (aged 24),12,Ajax,Netherlands,Netherlands,2014,0
Nigel de Jong,6,3MF,(1984-11-30)30 November 1984 (aged 29),71,Milan,Netherlands,Italy,2014,0
Daryl Janmaat,7,2DF,(1989-07-22)22 July 1989 (aged 24),16,Feyenoord,Netherlands,Netherlands,2014,0
Jonathan de Guzmán,8,3MF,(1987-09-13)13 September 1987 (aged 26),10,Swansea City,Netherlands,Wales,2014,0
Robin van Persie (c),9,4FW,(1983-08-06)6 August 1983 (aged 30),85,Manchester United,Netherlands,England,2014,0
Wesley Sneijder,10,3MF,(1984-06-09)9 June 1984 (aged 30),99,Galatasaray,Netherlands,Turkey,2014,0
Arjen Robben,11,4FW,(1984-01-23)23 January 1984 (aged 30),75,Bayern Munich,Netherlands,Germany,2014,0
Paul Verhaegh,12,2DF,(1983-09-01)1 September 1983 (aged 30),2,FC Augsburg,Netherlands,Germany,2014,0
Joël Veltman,13,2DF,(1992-01-15)15 January 1992 (aged 22),2,Ajax,Netherlands,Netherlands,2014,0
Terence Kongolo,14,2DF,(1994-02-14)14 February 1994 (aged 20),1,Feyenoord,Netherlands,Netherlands,2014,0
Dirk Kuyt,15,4FW,(1980-07-22)22 July 1980 (aged 33),98,Fenerbahçe,Netherlands,Turkey,2014,0
Jordy Clasie,16,3MF,(1991-06-27)27 June 1991 (aged 22),8,Feyenoord,Netherlands,Netherlands,2014,0
Jeremain Lens,17,4FW,(1987-11-24)24 November 1987 (aged 26),22,Dynamo Kyiv,Netherlands,Ukraine,2014,0
Leroy Fer,18,3MF,(1990-01-05)5 January 1990 (aged 24),6,Norwich City,Netherlands,England,2014,0
Klaas-Jan Huntelaar,19,4FW,(1983-08-12)12 August 1983 (aged 30),62,Schalke 04,Netherlands,Germany,2014,0
Georginio Wijnaldum,20,3MF,(1990-11-11)11 November 1990 (aged 23),5,PSV Eindhoven,Netherlands,Netherlands,2014,0
Memphis Depay,21,4FW,(1994-02-13)13 February 1994 (aged 20),6,PSV Eindhoven,Netherlands,Netherlands,2014,0
Michel Vorm,22,1GK,(1983-10-20)20 October 1983 (aged 30),14,Swansea City,Netherlands,Wales,2014,0
Tim Krul,23,1GK,(1988-04-03)3 April 1988 (aged 26),5,Newcastle United,Netherlands,England,2014,0
Iker Casillas (c),1,1GK,(1981-05-20)20 May 1981 (aged 33),154,Real Madrid,Spain,Spain,2014,0
Raúl Albiol,2,2DF,(1985-09-04)4 September 1985 (aged 28),46,Napoli,Spain,Italy,2014,0
Gerard Piqué,3,2DF,(1987-02-02)2 February 1987 (aged 27),60,Barcelona,Spain,Spain,2014,0
Javi Martínez,4,3MF,(1988-09-02)2 September 1988 (aged 25),17,Bayern Munich,Spain,Germany,2014,0
Juanfran,5,2DF,(1985-01-09)9 January 1985 (aged 29),8,Atlético Madrid,Spain,Spain,2014,0
Andrés Iniesta,6,3MF,(1984-05-11)11 May 1984 (aged 30),97,Barcelona,Spain,Spain,2014,0
David Villa,7,4FW,(1981-12-03)3 December 1981 (aged 32),96,Atlético Madrid[48],Spain,Spain,2014,0
Xavi,8,3MF,(1980-01-25)25 January 1980 (aged 34),132,Barcelona,Spain,Spain,2014,0
Fernando Torres,9,4FW,(1984-03-20)20 March 1984 (aged 30),107,Chelsea,Spain,England,2014,0
Cesc Fàbregas,10,3MF,(1987-05-04)4 May 1987 (aged 27),89,Barcelona[49],Spain,Spain,2014,0
Pedro,11,4FW,(1987-07-28)28 July 1987 (aged 26),40,Barcelona,Spain,Spain,2014,0
David de Gea,12,1GK,(1990-11-07)7 November 1990 (aged 23),1,Manchester United,Spain,England,2014,0
Juan Mata,13,3MF,(1988-04-28)28 April 1988 (aged 26),33,Manchester United,Spain,England,2014,0
Xabi Alonso,14,3MF,(1981-11-25)25 November 1981 (aged 32),111,Real Madrid,Spain,Spain,2014,0
Sergio Ramos,15,2DF,(1986-03-30)30 March 1986 (aged 28),117,Real Madrid,Spain,Spain,2014,0
Sergio Busquets,16,3MF,(1988-07-16)16 July 1988 (aged 25),65,Barcelona,Spain,Spain,2014,0
Koke,17,3MF,(1992-01-08)8 January 1992 (aged 22),8,Atlético Madrid,Spain,Spain,2014,0
Jordi Alba,18,2DF,(1989-03-21)21 March 1989 (aged 25),26,Barcelona,Spain,Spain,2014,0
Diego Costa,19,4FW,(1988-10-07)7 October 1988 (aged 25),2,Atlético Madrid,Spain,Spain,2014,0
Santi Cazorla,20,3MF,(1984-12-13)13 December 1984 (aged 29),64,Arsenal,Spain,England,2014,0
David Silva,21,3MF,(1986-01-08)8 January 1986 (aged 28),80,Manchester City,Spain,England,2014,0
César Azpilicueta,22,2DF,(1989-08-28)28 August 1989 (aged 24),6,Chelsea,Spain,England,2014,0
Pepe Reina,23,1GK,(1982-08-31)31 August 1982 (aged 31),32,Napoli[50],Spain,Italy,2014,0
David Ospina,1,1GK,(1988-08-31)31 August 1988 (aged 25),44,Nice,Colombia,France,2014,0
Cristián Zapata,2,2DF,(1986-09-30)30 September 1986 (aged 27),24,Milan,Colombia,Italy,2014,0
Mario Yepes (c),3,2DF,(1976-01-13)13 January 1976 (aged 38),98,Atalanta,Colombia,Italy,2014,0
Santiago Arias,4,2DF,(1992-01-13)13 January 1992 (aged 22),6,PSV Eindhoven,Colombia,Netherlands,2014,0
Carlos Carbonero,5,3MF,(1990-07-25)25 July 1990 (aged 23),1,River Plate,Colombia,Argentina,2014,0
Carlos Sánchez,6,3MF,(1986-02-06)6 February 1986 (aged 28),44,Elche,Colombia,Spain,2014,0
Pablo Armero,7,2DF,(1986-11-02)2 November 1986 (aged 27),53,West Ham United[53],Colombia,England,2014,0
Abel Aguilar,8,3MF,(1985-01-06)6 January 1985 (aged 29),49,Toulouse,Colombia,France,2014,0
Teófilo Gutiérrez,9,4FW,(1985-05-17)17 May 1985 (aged 29),30,River Plate,Colombia,Argentina,2014,0
James Rodríguez,10,3MF,(1991-07-12)12 July 1991 (aged 22),22,Monaco,Colombia,France,2014,0
Juan Cuadrado,11,3MF,(1988-05-26)26 May 1988 (aged 26),28,Fiorentina,Colombia,Italy,2014,0
Camilo Vargas,12,1GK,(1989-03-09)9 March 1989 (aged 25),0,Santa Fe,Colombia,Colombia,2014,0
Fredy Guarín,13,3MF,(1986-06-30)30 June 1986 (aged 27),49,Inter Milan,Colombia,Italy,2014,0
Víctor Ibarbo,14,4FW,(1990-05-19)19 May 1990 (aged 24),9,Cagliari,Colombia,Italy,2014,0
Alexander Mejía,15,3MF,(1988-07-11)11 July 1988 (aged 25),8,Atlético Nacional,Colombia,Colombia,2014,0
Éder Álvarez Balanta,16,2DF,(1993-02-28)28 February 1993 (aged 21),3,River Plate,Colombia,Argentina,2014,0
Carlos Bacca,17,4FW,(1986-09-08)8 September 1986 (aged 27),11,Sevilla,Colombia,Spain,2014,0
Juan Camilo Zúñiga,18,2DF,(1985-12-14)14 December 1985 (aged 28),50,Napoli,Colombia,Italy,2014,0
Adrián Ramos,19,4FW,(1986-01-22)22 January 1986 (aged 28),26,Hertha BSC,Colombia,Germany,2014,0
Juan Fernando Quintero,20,3MF,(1993-01-18)18 January 1993 (aged 21),4,Porto,Colombia,Portugal,2014,0
Jackson Martínez,21,4FW,(1986-10-03)3 October 1986 (aged 27),27,Porto,Colombia,Portugal,2014,0
Faryd Mondragón,22,1GK,(1971-06-21)21 June 1971 (aged 42),50,Deportivo Cali,Colombia,Colombia,2014,0
Carlos Valdés,23,2DF,(1985-05-22)22 May 1985 (aged 29),14,San Lorenzo[54],Colombia,Argentina,2014,0
Orestis Karnezis,1,1GK,(1985-07-11)11 July 1985 (aged 28),19,Granada[56],Greece,Spain,2014,0
Giannis Maniatis,2,3MF,(1986-10-12)12 October 1986 (aged 27),30,Olympiacos,Greece,Greece,2014,0
Giorgos Tzavellas,3,2DF,(1987-11-26)26 November 1987 (aged 26),13,PAOK,Greece,Greece,2014,0
Kostas Manolas,4,2DF,(1991-06-14)14 June 1991 (aged 22),9,Olympiacos,Greece,Greece,2014,0
Vangelis Moras,5,2DF,(1981-08-26)26 August 1981 (aged 32),19,Hellas Verona,Greece,Italy,2014,0
Alexandros Tziolis,6,3MF,(1985-02-13)13 February 1985 (aged 29),49,Kayserispor[57],Greece,Turkey,2014,0
Georgios Samaras,7,4FW,(1985-02-21)21 February 1985 (aged 29),74,Celtic[58],Greece,Scotland,2014,0
Panagiotis Kone,8,3MF,(1987-07-26)26 July 1987 (aged 26),16,Bologna,Greece,Italy,2014,0
Kostas Mitroglou,9,4FW,(1988-03-12)12 March 1988 (aged 26),32,Fulham,Greece,England,2014,0
Giorgos Karagounis (c),10,3MF,(1977-03-06)6 March 1977 (aged 37),135,Fulham,Greece,England,2014,0
Loukas Vyntra,11,2DF,(1981-02-05)5 February 1981 (aged 33),50,Levante,Greece,Spain,2014,0
Panagiotis Glykos,12,1GK,(1986-06-03)3 June 1986 (aged 28),2,PAOK,Greece,Greece,2014,0
Stefanos Kapino,13,1GK,(1994-03-18)18 March 1994 (aged 20),2,Panathinaikos,Greece,Greece,2014,0
Dimitris Salpingidis,14,4FW,(1981-08-18)18 August 1981 (aged 32),76,PAOK,Greece,Greece,2014,0
Vasilis Torosidis,15,2DF,(1985-06-10)10 June 1985 (aged 29),66,Roma,Greece,Italy,2014,0
Lazaros Christodoulopoulos,16,3MF,(1986-12-19)19 December 1986 (aged 27),19,Bologna,Greece,Italy,2014,0
Theofanis Gekas,17,4FW,(1980-05-23)23 May 1980 (aged 34),72,Konyaspor,Greece,Turkey,2014,0
Giannis Fetfatzidis,18,3MF,(1990-12-21)21 December 1990 (aged 23),19,Genoa,Greece,Italy,2014,0
Sokratis Papastathopoulos,19,2DF,(1988-06-09)9 June 1988 (aged 26),47,Borussia Dortmund,Greece,Germany,2014,0
José Holebas,20,2DF,(1984-06-27)27 June 1984 (aged 29),22,Olympiacos,Greece,Greece,2014,0
Kostas Katsouranis,21,3MF,(1979-06-21)21 June 1979 (aged 34),111,PAOK,Greece,Greece,2014,0
Andreas Samaris,22,3MF,(1989-06-13)13 June 1989 (aged 24),4,Olympiacos,Greece,Greece,2014,0
Panagiotis Tachtsidis,23,3MF,(1991-02-15)15 February 1991 (aged 23),6,Torino,Greece,Italy,2014,0
Boubacar Barry,1,1GK,(1979-12-30)30 December 1979 (aged 34),77,Lokeren,Ivory Coast,Belgium,2014,0
Ousmane Viera,2,2DF,(1986-12-21)21 December 1986 (aged 27),1,Çaykur Rizespor,Ivory Coast,Turkey,2014,0
Arthur Boka,3,2DF,(1983-04-02)2 April 1983 (aged 31),78,VfB Stuttgart,Ivory Coast,Germany,2014,0
Kolo Touré,4,2DF,(1981-03-19)19 March 1981 (aged 33),107,Liverpool,Ivory Coast,England,2014,0
Didier Zokora,5,2DF,(1980-12-14)14 December 1980 (aged 33),119,Trabzonspor[60],Ivory Coast,Turkey,2014,0
Mathis Bolly,6,4FW,(1990-11-14)14 November 1990 (aged 23),4,Fortuna Düsseldorf,Ivory Coast,Germany,2014,0
Jean-Daniel Akpa Akpro,7,2DF,(1992-10-11)11 October 1992 (aged 21),1,Toulouse,Ivory Coast,France,2014,0
Salomon Kalou,8,4FW,(1985-08-05)5 August 1985 (aged 28),67,Lille,Ivory Coast,France,2014,0
Cheick Tioté,9,3MF,(1986-06-21)21 June 1986 (aged 27),43,Newcastle United,Ivory Coast,England,2014,0
Gervinho,10,4FW,(1987-05-27)27 May 1987 (aged 27),53,Roma,Ivory Coast,Italy,2014,0
Didier Drogba (c),11,4FW,(1978-03-11)11 March 1978 (aged 36),101,Galatasaray,Ivory Coast,Turkey,2014,0
Wilfried Bony,12,4FW,(1988-12-10)10 December 1988 (aged 25),24,Swansea City,Ivory Coast,Wales,2014,0
Didier Ya Konan,13,4FW,(1984-05-22)22 May 1984 (aged 30),25,Hannover 96,Ivory Coast,Germany,2014,0
Ismaël Diomandé,14,3MF,(1992-08-28)28 August 1992 (aged 21),2,Saint-Étienne,Ivory Coast,France,2014,0
Max Gradel,15,4FW,(1987-11-30)30 November 1987 (aged 26),26,Saint-Étienne,Ivory Coast,France,2014,0
Sylvain Gbohouo,16,1GK,(1988-10-29)29 October 1988 (aged 25),2,Séwé Sport,Ivory Coast,Ivory Coast,2014,0
Serge Aurier,17,2DF,(1992-12-24)24 December 1992 (aged 21),8,Toulouse,Ivory Coast,France,2014,0
Constant Djakpa,18,2DF,(1986-10-17)17 October 1986 (aged 27),5,Eintracht Frankfurt,Ivory Coast,Germany,2014,0
Yaya Touré,19,3MF,(1983-05-13)13 May 1983 (aged 31),82,Manchester City,Ivory Coast,England,2014,0
